,model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
401, I10,2016,7000,Manual,6603,Petrol,20,60.1,1.0
402, I20,2017,7497,Manual,17421,Petrol,145,55.4,1.2
403, I10,2018,8500,Manual,5130,Petrol,145,57.6,1.2
404, I800,2019,20495,Automatic,4733,Diesel,145,31.7,2.5
405, I30,2018,11998,Manual,5404,Diesel,145,74.3,1.6
406, Ioniq,2018,14811,Automatic,27318,Hybrid,135,78.5,1.6
407, Tucson,2017,14990,Automatic,36459,Diesel,150,46.3,2.0
408, Tucson,2017,17095,Semi-Auto,19099,Petrol,145,39.8,1.6
409, Tucson,2019,19995,Manual,10385,Petrol,145,34.9,1.6
410, Tucson,2015,12495,Manual,30763,Diesel,30,61.7,1.7
411, I30,2015,8495,Manual,27584,Diesel,0,78.4,1.6
412, Tucson,2016,11490,Manual,28000,Diesel,30,61.7,1.7
413, Santa Fe,2017,18670,Manual,41109,Diesel,200,47.1,2.2
414, I20,2016,8500,Manual,29750,Petrol,20,58.9,1.0
415, I30,2017,10999,Manual,18228,Diesel,0,74.3,1.6
416, Tucson,2018,14291,Manual,19495,Diesel,145,61.7,1.7
417, I30,2019,23340,Manual,498,Petrol,145,34.0,2.0
418, Kona,2018,12695,Manual,10569,Petrol,145,52.3,1.0
419, I10,2017,6995,Manual,21786,Petrol,145,60.1,1.0
420, I800,2018,16990,Automatic,35757,Diesel,145,28.0,2.5
421, I20,2016,6999,Manual,43241,Petrol,30,58.9,1.2
422, I20,2019,11680,Manual,3084,Petrol,150,47.9,1.0
423, I10,2016,5990,Manual,16985,Petrol,20,60.1,1.0
424, I20,2015,7398,Manual,23656,Petrol,30,55.4,1.2
425, Kona,2018,12995,Manual,7359,Petrol,145,52.3,1.0
426, I30,2017,9298,Manual,52586,Diesel,145,74.3,1.6
427, I10,2014,4970,Manual,25500,Petrol,20,60.1,1.0
428, Tucson,2018,14995,Manual,14007,Petrol,145,44.8,1.6
429, Ioniq,2017,14250,Automatic,27430,Hybrid,0,78.5,1.6
430, I20,2018,11030,Manual,5921,Petrol,145,47.9,1.0
431, Tucson,2019,17995,Manual,5812,Petrol,150,34.9,1.6
432, I800,2018,15990,Automatic,35607,Diesel,145,28.0,2.5
433, I20,2019,9485,Manual,11703,Petrol,145,46.3,1.2
434, Santa Fe,2016,17390,Manual,11255,Diesel,200,46.3,2.2
435, Tucson,2017,15395,Manual,27000,Diesel,150,61.4,1.7
436, Tucson,2018,15495,Manual,3978,Petrol,145,34.9,1.6
437, Tucson,2016,12495,Manual,53753,Diesel,30,61.7,1.7
438, Kona,2018,13500,Manual,9884,Petrol,150,44.1,1.0
439, I20,2016,9590,Manual,20219,Petrol,30,58.9,1.0
440, I10,2019,9985,Manual,5223,Petrol,150,57.6,1.2
441, Ioniq,2017,14995,Automatic,23900,Hybrid,0,78.5,1.6
442, I10,2018,7998,Manual,14830,Petrol,145,60.1,1.0
443, I30,2015,6995,Manual,67212,Diesel,0,78.4,1.6
444, I10,2017,6230,Manual,35298,Petrol,145,60.1,1.0
445, I10,2020,12995,Manual,3000,Petrol,150,53.3,1.0
446, Tucson,2016,12000,Manual,53962,Diesel,30,61.7,1.7
447, I10,2015,6995,Manual,18374,Petrol,30,57.6,1.2
448, IX35,2015,8420,Manual,46573,Diesel,145,53.3,1.7
449, Tucson,2018,15995,Automatic,32250,Diesel,145,47.1,2.0
450, IX20,2018,12000,Manual,6684,Petrol,150,50.4,1.4
451, Tucson,2017,13056,Manual,62308,Diesel,125,58.9,2.0
452, I40,2016,12995,Manual,18340,Diesel,125,60.1,1.7
453, Tucson,2018,16500,Manual,6210,Petrol,145,34.9,1.6
454, Tucson,2018,18498,Semi-Auto,8328,Diesel,145,57.7,1.7
455, I30,2016,10500,Automatic,30700,Petrol,205,41.5,1.6
456, Tucson,2019,26995,Semi-Auto,5000,Hybrid,145,50.4,1.6
457, Tucson,2019,14995,Manual,13251,Petrol,145,34.9,1.6
458, I30,2019,15995,Manual,4000,Diesel,145,60.1,1.6
459, I30,2015,7498,Manual,38884,Petrol,150,48.7,1.4
460, I800,2019,18497,Manual,5137,Diesel,145,31.7,2.5
461, Tucson,2019,17499,Manual,3500,Petrol,145,34.9,1.6
462, I30,2019,23995,Manual,50,Petrol,150,34.0,2.0
463, Tucson,2017,12900,Manual,32027,Diesel,150,61.7,1.7
464, I10,2012,3695,Manual,58205,Petrol,20,61.4,1.2
465, I30,2018,21999,Manual,19496,Petrol,150,39.8,2.0
466, I10,2018,8790,Manual,2696,Petrol,150,60.1,1.0
467, Tucson,2015,16996,Manual,28287,Diesel,145,54.3,2.0
468, I10,2017,7695,Manual,18078,Petrol,30,57.7,1.2
469, I10,2017,6290,Manual,19116,Petrol,145,60.1,1.0
470, I20,2019,12000,Manual,7061,Petrol,145,46.3,1.2
471, I30,2015,7198,Manual,48949,Diesel,0,78.4,1.6
472, Santa Fe,2016,17450,Manual,21972,Diesel,200,47.1,2.2
473, Santa Fe,2019,30491,Semi-Auto,6402,Diesel,145,42.8,2.2
474, Kona,2019,22970,Semi-Auto,100,Petrol,145,37.7,1.6
475, I30,2018,11298,Manual,17402,Petrol,145,56.5,1.0
476, Kona,2019,21998,Automatic,1391,Hybrid,135,52.3,1.6
477, Tucson,2019,23495,Semi-Auto,3050,Petrol,150,35.8,1.6
478, Ioniq,2018,15995,Automatic,30448,Hybrid,135,78.5,1.6
479, Ioniq,2018,15600,Automatic,16583,Hybrid,135,78.5,1.6
480, Kona,2018,15000,Manual,11421,Petrol,145,44.1,1.0
481, IX20,2015,6890,Manual,29731,Petrol,125,50.4,1.4
482, I10,2018,7658,Manual,13365,Petrol,145,60.1,1.0
483, I10,2019,9295,Manual,2000,Petrol,145,49.6,1.0
484, Tucson,2018,14499,Manual,20455,Petrol,150,44.8,1.6
485, Tucson,2019,23980,Semi-Auto,80,Petrol,145,36.2,1.6
486, I30,2017,10785,Manual,19273,Diesel,150,74.3,1.6
487, I10,2017,6298,Manual,41592,Petrol,145,60.1,1.0
488, I10,2013,4740,Manual,16197,Petrol,20,61.4,1.2
489, Kona,2018,14250,Manual,14764,Petrol,145,52.3,1.0
490, Tucson,2017,17650,Manual,36432,Diesel,150,54.3,2.0
491, Tucson,2018,14250,Manual,20917,Petrol,150,44.8,1.6
492, Tucson,2018,25194,Manual,10,Diesel,145,61.4,1.7
493, I10,2017,6990,Manual,26716,Petrol,30,57.7,1.2
494, IX35,2014,9139,Manual,37095,Diesel,145,53.3,1.7
495, I10,2018,10495,Semi-Auto,8500,Petrol,150,47.9,1.2
496, I10,2017,7603,Manual,29488,Petrol,145,60.1,1.0
497, Santa Fe,2018,20550,Semi-Auto,21000,Diesel,145,42.8,2.2
498, I40,2019,19995,Semi-Auto,11013,Diesel,145,53.3,1.6
499, Ioniq,2017,12800,Automatic,54698,Other,140,78.5,1.6
500, I30,2018,11298,Manual,11150,Petrol,145,56.5,1.0
501, I10,2018,8000,Manual,9533,Petrol,150,60.1,1.0
502, Kona,2019,13995,Manual,15507,Petrol,150,44.1,1.0
503, Tucson,2019,22995,Manual,2361,Hybrid,145,48.7,1.6
504, IX20,2016,9500,Automatic,4210,Petrol,165,43.5,1.6
505, Kona,2018,13998,Manual,11893,Petrol,145,44.1,1.0
506, Tucson,2019,22450,Automatic,6500,Petrol,145,36.2,1.6
507, I20,2014,5990,Manual,19150,Petrol,30,57.6,1.2
508, Tucson,2018,17995,Semi-Auto,2191,Petrol,150,39.8,1.6
509, Ioniq,2019,17998,Automatic,10617,Hybrid,135,78.5,1.6
510, I10,2015,7500,Manual,13637,Petrol,30,57.6,0.0
511, Tucson,2017,13490,Manual,21692,Petrol,160,44.8,1.6
512, Tucson,2018,14400,Manual,17287,Diesel,145,61.7,1.7
513, I30,2019,25995,Manual,2219,Petrol,145,34.0,2.0
514, Tucson,2017,11698,Manual,13673,Petrol,145,44.8,1.6
515, Ioniq,2019,23991,Automatic,5500,Hybrid,135,78.5,1.6
516, Tucson,2017,17490,Manual,26111,Diesel,145,54.3,2.0
517, Tucson,2017,13998,Semi-Auto,37578,Diesel,150,57.6,1.7
518, I10,2019,9295,Manual,2000,Petrol,145,49.6,1.0
519, Ioniq,2017,15995,Automatic,25068,Hybrid,135,78.5,1.6
520, I20,2010,3799,Manual,57476,Diesel,30,64.2,1.4
521, Kona,2018,12998,Manual,13655,Petrol,145,52.3,1.0
522, Tucson,2017,13690,Manual,12520,Diesel,145,61.7,1.7
523, IX20,2016,8250,Manual,15560,Petrol,125,50.4,1.4
524, Ioniq,2018,14747,Automatic,11591,Hybrid,135,78.5,1.6
525, Tucson,2017,13997,Manual,13943,Diesel,145,61.7,1.7
526, I30,2019,23498,Manual,1437,Petrol,145,34.0,2.0
527, Santa Fe,2016,15995,Manual,32696,Diesel,200,46.3,2.2
528, Kona,2018,12395,Manual,28433,Petrol,145,52.3,1.0
529, Kona,2019,20495,Semi-Auto,5521,Petrol,145,34.0,1.6
530, I20,2016,7995,Manual,18777,Petrol,30,55.4,1.2
531, I10,2017,5698,Manual,31037,Petrol,20,60.1,1.0
532, I20,2015,6499,Manual,48072,Petrol,30,55.4,1.2
533, Tucson,2017,13000,Manual,12023,Diesel,30,61.7,1.7
534, I10,2013,2990,Manual,75000,Petrol,20,61.4,1.2
535, I10,2017,6550,Manual,33851,Petrol,145,57.7,1.2
536, I10,2018,7500,Manual,40050,Petrol,150,60.1,1.0
537, Tucson,2018,22969,Semi-Auto,10901,Diesel,145,40.4,2.0
538, I10,2020,12000,Manual,484,Petrol,150,55.4,1.2
539, I10,2017,6995,Manual,3000,Petrol,145,60.1,1.0
540, I30,2018,11679,Manual,11513,Diesel,145,74.3,1.6
541, Tucson,2019,18495,Manual,8,Petrol,145,34.9,1.6
542, I10,2017,8789,Manual,29290,Petrol,145,57.7,1.2
543, IX35,2015,9795,Manual,54076,Diesel,165,51.4,2.0
544, I10,2015,5989,Manual,57781,Petrol,30,57.6,1.2
545, I30,2016,8798,Manual,30266,Diesel,0,78.4,1.6
546, Tucson,2019,16095,Manual,6214,Petrol,145,34.9,1.6
547, I10,2018,7495,Manual,8327,Petrol,145,60.1,1.0
548, I800,2019,16199,Manual,21457,Diesel,145,31.7,2.5
549, Santa Fe,2019,28500,Semi-Auto,17835,Diesel,145,39.8,2.2
550, Tucson,2018,20949,Automatic,18076,Diesel,145,47.1,2.0
551, Tucson,2018,13900,Manual,16265,Petrol,150,44.8,1.6
552, I20,2018,9989,Manual,22964,Petrol,145,46.3,1.2
553, Tucson,2016,13182,Manual,27283,Diesel,30,61.7,1.7
554, Veloster,2014,8300,Manual,36324,Petrol,160,43.5,1.6
555, I30,2016,8500,Manual,41955,Petrol,150,48.7,1.4
556, I10,2015,6079,Manual,25411,Petrol,30,57.6,1.2
557, Santa Fe,2013,10149,Manual,55998,Diesel,200,46.3,2.2
558, IX20,2017,8650,Manual,37682,Diesel,30,64.2,1.6
559, Tucson,2016,12499,Manual,17574,Diesel,30,61.7,1.7
560, I10,2016,6699,Manual,10499,Petrol,20,60.1,1.0
561, Ioniq,2017,15490,Automatic,13587,Hybrid,0,78.5,1.6
562, I40,2015,9298,Manual,34572,Diesel,30,65.7,1.7
563, Tucson,2017,12998,Manual,33461,Diesel,30,61.7,1.7
564, Ioniq,2018,16498,Automatic,16046,Hybrid,135,78.5,1.6
565, Tucson,2017,15200,Semi-Auto,7525,Diesel,145,57.6,1.7
566, Tucson,2016,13495,Manual,17103,Diesel,30,61.7,1.7
567, Tucson,2019,18250,Manual,6500,Petrol,145,35.3,1.6
568, Ioniq,2018,17998,Automatic,4029,Hybrid,135,78.5,1.6
569, I20,2019,10500,Manual,10458,Petrol,145,46.3,1.2
570, I20,2020,12795,Manual,644,Petrol,145,46.3,1.2
571, I10,2017,6699,Manual,31814,Petrol,30,57.7,1.2
572, Tucson,2018,12825,Manual,6816,Petrol,145,44.8,1.6
573, Tucson,2017,15258,Semi-Auto,8526,Diesel,145,57.6,1.7
574, Tucson,2017,13250,Manual,285,Diesel,145,61.7,1.7
575, Santa Fe,2006,3490,Manual,71000,Petrol,555,28.8,2.4
576, I20,2017,7795,Manual,37505,Petrol,145,58.9,1.2
577, Tucson,2018,12699,Manual,39188,Petrol,150,44.8,1.6
578, I30,2015,7000,Manual,67500,Diesel,0,78.4,1.6
579, Tucson,2020,24999,Semi-Auto,1475,Petrol,145,36.2,1.6
580, IX20,2018,10350,Manual,10612,Petrol,150,50.4,1.4
581, Tucson,2019,20990,Manual,100,Petrol,145,35.3,1.6
582, I20,2017,7890,Manual,2515,Petrol,145,55.4,1.2
583, I10,2016,5875,Manual,41519,Petrol,30,57.6,1.2
584, Tucson,2017,11800,Manual,9140,Petrol,160,44.8,1.6
585, I10,2015,6995,Manual,12500,Petrol,30,57.6,1.2
586, I40,2016,8270,Manual,39703,Diesel,20,67.3,1.7
587, I30,2015,6844,Manual,45640,Petrol,145,47.1,1.4
588, I30,2018,11780,Manual,12955,Petrol,145,52.3,1.4
589, I20,2018,9488,Manual,13951,Petrol,145,46.3,1.2
590, I10,2019,9491,Manual,3500,Petrol,145,49.6,1.0
591, Tucson,2016,16995,Manual,4859,Petrol,160,44.8,1.6
592, I10,2018,7298,Manual,3895,Petrol,145,60.1,1.0
593, Tucson,2016,14150,Semi-Auto,18864,Diesel,125,57.6,1.7
594, Ioniq,2019,21999,Automatic,9767,Hybrid,140,78.5,1.6
595, Kona,2018,16499,Manual,14000,Petrol,150,44.1,1.0
596, IX20,2017,10000,Manual,12245,Petrol,150,50.4,1.4
597, I20,2017,8598,Manual,9392,Petrol,30,58.9,1.2
598, Tucson,2017,12298,Manual,25661,Diesel,30,61.7,1.7
599, Ioniq,2017,14999,Automatic,28836,Hybrid,0,78.5,1.6
600, Kona,2018,14750,Manual,8847,Petrol,145,44.1,1.0
601, I30,2019,16495,Manual,5321,Petrol,145,44.8,1.0
602, Tucson,2017,14698,Semi-Auto,37241,Diesel,125,57.6,1.7
603, Ioniq,2019,17450,Automatic,7346,Hybrid,135,78.5,1.6
604, Tucson,2019,18390,Manual,7064,Petrol,145,34.9,1.6
605, I30,2018,14000,Manual,8265,Petrol,145,52.3,1.4
606, Tucson,2018,14675,Manual,5251,Petrol,145,44.8,1.6
607, IX20,2011,6995,Automatic,38000,Petrol,200,43.6,1.6
608, Kona,2019,15498,Manual,10,Petrol,145,44.1,1.0
609, I10,2019,8700,Manual,497,Petrol,150,60.1,1.0
610, Tucson,2017,11695,Manual,49174,Petrol,145,44.8,1.6
611, I30,2018,11495,Manual,11156,Petrol,150,45.6,1.0
612, I10,2019,8000,Manual,9367,Petrol,145,60.1,1.0
613, I10,2018,7497,Manual,11841,Petrol,145,60.1,1.0
614, Kona,2018,14490,Manual,19793,Petrol,145,52.3,1.0
615, Santa Fe,2017,19429,Semi-Auto,38452,Diesel,150,42.8,2.2
616, I20,2018,9991,Manual,8804,Petrol,145,58.9,1.2
617, I40,2017,11999,Manual,27000,Diesel,30,65.7,1.7
618, Ioniq,2018,17298,Automatic,13474,Hybrid,135,78.5,1.6
619, I20,2018,10000,Manual,25516,Petrol,150,46.3,1.2
620, Kona,2018,16995,Manual,250,Petrol,145,44.1,1.0
621, Santa Fe,2016,17298,Manual,23828,Diesel,200,47.1,2.2
622, Tucson,2018,14900,Manual,7894,Petrol,145,34.9,1.6
623, I10,2018,6795,Manual,32331,Petrol,145,57.7,1.2
624, Kona,2018,14995,Manual,15371,Petrol,145,52.3,1.0
625, I20,2017,8493,Automatic,46443,Petrol,145,45.6,1.4
626, I20,2016,8000,Manual,19398,Petrol,30,58.9,1.2
627, I10,2017,7495,Manual,32259,Petrol,145,57.7,1.2
628, Tucson,2019,18290,Semi-Auto,6692,Petrol,145,36.2,1.6
629, Tucson,2016,16000,Manual,9952,Diesel,145,54.3,2.0
630, I10,2016,5998,Manual,41883,Petrol,30,57.6,1.2
631, Tucson,2016,12480,Manual,25865,Diesel,30,61.7,1.7
632, I20,2018,9870,Manual,6669,Petrol,145,46.3,1.2
633, I20,2016,8998,Automatic,28560,Petrol,160,42.2,1.4
634, Tucson,2017,13539,Manual,16190,Petrol,160,44.8,1.6
635, I30,2015,9250,Manual,25686,Diesel,20,72.4,1.6
636, I20,2018,9699,Manual,3600,Petrol,145,65.7,1.0
637, Tucson,2017,15390,Manual,25053,Petrol,145,38.7,1.6
638, IX20,2016,9499,Automatic,15942,Petrol,165,43.5,1.6
639, Santa Fe,2019,34000,Automatic,1578,Diesel,145,39.2,2.2
640, IX20,2016,8298,Manual,8423,Petrol,125,50.4,1.4
641, I30,2016,7995,Manual,51919,Diesel,0,78.4,1.6
642, I10,2017,10795,Semi-Auto,13799,Petrol,150,47.9,1.2
643, Tucson,2016,15790,Manual,49000,Diesel,200,47.9,2.0
644, Ioniq,2019,17270,Automatic,5931,Hybrid,135,78.5,1.6
645, I20,2016,7750,Manual,27780,Petrol,30,55.4,1.2
646, Tucson,2017,13995,Semi-Auto,40097,Diesel,150,57.6,1.7
647, I20,2017,7599,Manual,29804,Petrol,30,58.9,1.2
648, Ioniq,2019,17250,Automatic,1267,Hybrid,135,78.5,1.6
649, Tucson,2017,13998,Manual,24107,Diesel,30,61.7,1.7
650, I10,2019,8190,Manual,7832,Petrol,145,60.1,1.0
651, I10,2014,4795,Manual,13000,Petrol,20,61.4,1.2
652, Tucson,2019,18995,Manual,9676,Diesel,150,48.7,1.6
653, I800,2018,15498,Manual,36164,Diesel,145,28.0,2.5
654, I20,2016,7821,Manual,33322,Petrol,20,62.8,1.0
655, I30,2017,10995,Manual,2000,Petrol,145,48.7,1.4
656, I10,2017,6498,Manual,26222,Petrol,145,60.1,1.0
657, I10,2017,6795,Manual,16739,Petrol,20,60.1,1.0
658, Tucson,2019,21995,Manual,4425,Petrol,150,34.9,1.6
659, IX35,2013,6999,Manual,54321,Diesel,150,53.3,1.7
660, Tucson,2019,20991,Semi-Auto,29986,Petrol,150,35.8,1.6
661, Santa Fe,2015,16998,Semi-Auto,38514,Diesel,265,42.2,2.2
662, I10,2015,6199,Manual,8776,Petrol,20,61.4,1.0
663, Tucson,2017,13500,Manual,21999,Petrol,160,44.8,1.6
664, Tucson,2019,21390,Manual,100,Petrol,145,34.9,1.6
665, I30,2019,16995,Manual,8000,Petrol,145,41.5,1.4
666, I20,2019,11430,Manual,3279,Petrol,145,46.3,1.2
667, I10,2020,12495,Manual,500,Petrol,145,56.5,1.0
668, Tucson,2017,16590,Semi-Auto,13037,Diesel,145,57.7,1.7
669, Kona,2017,11980,Manual,20401,Petrol,145,52.3,1.0
670, Santa Fe,2019,29690,Semi-Auto,5299,Diesel,145,39.8,2.2
671, I10,2018,7200,Manual,16709,Petrol,145,60.1,1.0
672, Kona,2019,15800,Manual,1642,Petrol,145,44.1,1.0
673, I10,2016,6400,Manual,20300,Petrol,20,60.1,1.0
674, I30,2016,8695,Manual,23261,Diesel,0,78.4,1.6
675, IX20,2016,8995,Manual,9442,Petrol,125,50.4,1.4
676, I10,2014,5644,Manual,40248,Petrol,20,60.1,1.0
677, Santa Fe,2018,20749,Manual,17452,Diesel,145,47.1,2.2
678, I20,2014,6995,Automatic,18000,Petrol,145,47.1,1.4
679, I20,2013,4495,Manual,33000,Petrol,30,57.6,1.2
680, Kona,2018,12343,Manual,8085,Petrol,145,44.1,1.0
681, I10,2017,8595,Semi-Auto,30435,Petrol,145,47.9,1.2
682, Tucson,2017,16750,Manual,41617,Diesel,200,47.9,2.0
683, Tucson,2017,13498,Manual,31927,Diesel,30,61.7,1.7
684, I30,2016,11230,Automatic,6839,Petrol,200,41.5,1.6
685, I30,2014,6925,Manual,46845,Diesel,0,74.3,1.6
686, Tucson,2016,11517,Manual,58264,Diesel,30,61.7,1.7
687, Tucson,2017,12995,Manual,17417,Diesel,30,61.7,1.7
688, I20,2014,5995,Manual,48879,Petrol,30,57.6,1.2
689, I10,2017,7250,Manual,16165,Petrol,20,60.1,1.0
690, I10,2012,2995,Manual,50800,Petrol,20,61.4,1.2
691, I10,2013,3991,Manual,69814,Petrol,20,61.4,1.2
692, Tucson,2017,12199,Manual,24026,Diesel,30,61.7,1.7
693, Kona,2018,12377,Manual,13812,Petrol,145,52.3,1.0
694, Tucson,2019,15700,Manual,13161,Petrol,145,34.9,1.6
695, I10,2017,8989,Manual,8786,Petrol,30,57.7,1.2
696, Tucson,2019,15998,Manual,11751,Petrol,145,34.9,1.6
697, I10,2016,6995,Manual,29000,Petrol,30,57.6,1.2
698, I10,2019,8690,Manual,2362,Petrol,145,60.1,1.0
699, Tucson,2019,24969,Manual,5500,Diesel,145,45.6,1.6
700, Tucson,2017,14500,Manual,11653,Diesel,30,61.7,1.7
701, I10,2019,7999,Manual,1928,Petrol,145,60.1,1.0
702, Tucson,2016,11699,Manual,17841,Diesel,30,61.7,1.7
703, Tucson,2017,17798,Semi-Auto,8465,Petrol,150,39.8,1.6
704, Tucson,2016,13495,Manual,21225,Diesel,30,61.7,1.7
705, Santa Fe,2019,30995,Semi-Auto,3200,Diesel,145,39.8,2.2
706, I10,2019,8549,Manual,8084,Petrol,145,60.1,1.0
707, Santa Fe,2019,31995,Automatic,12000,Diesel,145,39.2,2.2
708, I30,2018,11455,Manual,10014,Petrol,145,56.5,1.0
709, I800,2017,15985,Automatic,35154,Diesel,325,33.6,2.5
710, IX35,2014,7995,Manual,51023,Diesel,145,53.3,1.7
711, Tucson,2019,15498,Manual,23773,Petrol,145,34.9,1.6
712, Kona,2019,21250,Semi-Auto,5000,Petrol,145,37.7,1.6
713, I10,2020,12500,Manual,371,Petrol,150,56.5,1.0
714, I10,2017,6795,Manual,33834,Petrol,145,57.7,1.2
715, I10,2020,13995,Manual,1500,Petrol,145,53.3,1.0
716, I10,2015,6149,Manual,41650,Petrol,20,60.1,1.0
717, Tucson,2018,15450,Manual,13915,Petrol,145,44.8,1.6
718, Tucson,2016,12798,Manual,44794,Diesel,30,61.7,1.7
719, Tucson,2017,13500,Manual,27587,Diesel,150,61.7,1.7
720, I20,2014,5895,Manual,30950,Petrol,30,57.6,1.2
721, IX20,2017,8991,Manual,27950,Petrol,125,50.4,1.4
722, I30,2016,9998,Manual,12668,Petrol,145,48.7,1.4
723, I10,2020,12995,Manual,4550,Petrol,145,51.4,1.2
724, I30,2017,8990,Manual,30834,Petrol,125,50.4,1.4
725, I10,2015,6190,Manual,19645,Petrol,30,57.6,1.2
726, Tucson,2018,15295,Manual,16662,Petrol,145,34.9,1.6
727, I10,2019,9491,Manual,4000,Petrol,145,49.6,1.0
728, Kona,2019,20394,Automatic,3718,Petrol,145,37.7,1.6
729, Ioniq,2018,16995,Automatic,31852,Hybrid,135,78.5,1.6
730, IX35,2011,6975,Manual,60000,Diesel,145,48.7,1.7
731, Tucson,2016,13495,Manual,37167,Diesel,150,54.3,2.0
732, Santa Fe,2016,17790,Manual,10236,Diesel,200,47.1,2.2
733, Kona,2019,15500,Manual,3933,Petrol,145,44.1,1.0
734, I40,2017,11120,Manual,30043,Diesel,145,65.7,1.7
735, Tucson,2017,13498,Manual,15783,Diesel,30,61.7,1.7
736, Tucson,2016,14499,Semi-Auto,29143,Diesel,125,57.6,1.7
737, I10,2018,7200,Manual,16494,Petrol,145,60.1,1.0
738, Tucson,2017,15495,Semi-Auto,19990,Diesel,125,57.6,1.7
739, I40,2016,11695,Manual,34504,Diesel,30,65.7,1.7
740, I30,2015,6699,Manual,37000,Diesel,0,78.4,1.6
741, I20,2016,7340,Manual,47257,Petrol,0,65.7,1.0
742, Tucson,2019,15499,Manual,9841,Petrol,145,34.9,1.6
743, Kona,2019,21990,Semi-Auto,8086,Petrol,145,37.7,1.6
744, Tucson,2017,13200,Manual,23167,Diesel,150,61.7,1.7
745, Ioniq,2019,18695,Automatic,8300,Hybrid,135,78.5,1.6
746, I10,2018,8450,Manual,12668,Petrol,145,57.7,1.2
747, I10,2019,9495,Manual,1586,Petrol,145,49.6,1.0
748, I30,2019,23995,Manual,1636,Petrol,145,34.0,2.0
749, Tucson,2018,16498,Manual,18,Petrol,145,34.9,1.6
750, IX35,2015,7950,Manual,42250,Petrol,160,44.1,1.6
751, Tucson,2019,15498,Manual,16373,Petrol,145,34.9,1.6
752, Tucson,2017,13998,Manual,23643,Diesel,145,61.7,1.7
753, Tucson,2017,15470,Manual,13751,Diesel,145,61.7,1.7
754, Ioniq,2017,13995,Automatic,33000,Hybrid,135,78.5,1.6
755, Tucson,2018,16850,Manual,11009,Petrol,145,35.3,1.6
756, Tucson,2019,23750,Manual,25,Petrol,145,34.9,1.6
757, I10,2014,5499,Manual,45495,Petrol,30,57.6,1.2
758, Tucson,2017,15995,Manual,36895,Diesel,150,58.9,2.0
759, Santa Fe,2017,17998,Semi-Auto,40124,Diesel,235,42.8,2.2
760, I10,2017,6799,Manual,22000,Petrol,145,60.1,1.0
761, I10,2018,10498,Semi-Auto,4826,Petrol,145,47.9,1.2
762, I10,2017,7495,Manual,27894,Petrol,145,60.1,1.0
763, I10,2017,6397,Manual,31125,Petrol,20,60.1,1.0
764, I30,2015,7298,Manual,59040,Diesel,0,78.4,1.6
765, Kona,2019,14998,Manual,13145,Petrol,145,44.1,1.0
766, I30,2016,7995,Manual,28290,Petrol,145,48.7,1.4
767, I10,2019,10470,Manual,8639,Petrol,145,57.6,1.2
768, Tucson,2017,14749,Manual,18777,Diesel,145,61.7,1.7
769, I40,2017,11485,Manual,17393,Diesel,145,65.7,1.7
770, Ioniq,2019,21495,Semi-Auto,3103,Hybrid,135,78.5,1.6
771, I10,2019,8899,Manual,3123,Petrol,145,49.6,1.0
772, I20,2015,7995,Manual,29658,Petrol,30,55.4,1.2
773, I30,2017,10299,Semi-Auto,30335,Diesel,145,68.9,1.6
774, IX35,2014,7189,Manual,77877,Diesel,145,53.3,1.7
775, IX20,2014,5495,Manual,47961,Diesel,30,64.2,1.6
776, I10,2019,9575,Manual,50,Petrol,145,60.1,1.0
777, I800,2016,14998,Automatic,17110,Diesel,325,33.6,2.5
778, IX20,2017,9795,Manual,20634,Petrol,125,50.4,1.4
779, I30,2019,19495,Manual,350,Petrol,145,42.2,1.4
780, Tucson,2017,18899,Automatic,23679,Diesel,150,47.1,2.0
781, Tucson,2017,11900,Manual,53402,Diesel,145,61.7,1.7
782, Tucson,2015,10700,Manual,34177,Diesel,30,61.7,1.7
783, I10,2014,6000,Manual,41183,Petrol,30,57.6,1.2
784, Tucson,2017,15795,Manual,39620,Diesel,145,61.4,1.7
785, I40,2017,10277,Manual,15326,Diesel,145,65.7,1.7
786, Tucson,2016,14710,Manual,42231,Diesel,145,54.3,2.0
787, Tucson,2016,13250,Automatic,40601,Diesel,200,47.1,2.0
788, I10,2016,6495,Manual,20731,Petrol,20,60.1,1.0
789, I10,2018,7291,Manual,13097,Petrol,145,60.1,1.0
790, I10,2018,7495,Manual,12447,Petrol,145,60.1,1.0
791, I20,2016,9498,Manual,17206,Petrol,30,58.9,1.0
792, I20,2018,9499,Manual,15958,Petrol,145,58.9,1.2
793, Tucson,2019,17990,Semi-Auto,9616,Petrol,145,36.2,1.6
794, IX35,2014,8700,Manual,54304,Diesel,145,53.3,0.0
795, Tucson,2016,12995,Manual,58626,Diesel,30,61.7,1.7
796, I20,2019,11490,Manual,4565,Petrol,150,46.3,1.2
797, IX35,2013,8799,Manual,25892,Diesel,145,48.7,1.7
798, Tucson,2019,15995,Manual,11133,Petrol,145,34.9,1.6
799, I10,2017,8990,Manual,17470,Petrol,145,57.7,1.2
800, Tucson,2018,15000,Manual,8818,Petrol,145,44.8,1.6
801, I20,2013,4995,Manual,30460,Petrol,30,57.6,1.2
802, I10,2017,6999,Manual,30446,Petrol,145,57.7,1.2
803, Tucson,2018,13998,Manual,16624,Petrol,150,44.8,1.6
