,model,year,price,transmission,mileage,fuelType,engineSize
1801, C Class,2017,40980,Semi-Auto,22547,Petrol,4.0
1802, C Class,2015,12000,Automatic,40005,Diesel,2.1
1803, C Class,2016,15220,Semi-Auto,39656,Diesel,2.1
1804, C Class,2019,26999,Semi-Auto,1500,Petrol,1.5
1805, C Class,2017,14500,Automatic,31559,Diesel,2.1
1806, C Class,2016,23991,Automatic,27500,Petrol,2.0
1807, C Class,2019,21599,Semi-Auto,9723,Diesel,2.0
1808, C Class,2019,26999,Semi-Auto,1758,Petrol,1.5
1809, C Class,2017,18498,Semi-Auto,20618,Diesel,2.1
1810, C Class,2019,21899,Semi-Auto,2000,Diesel,1.6
1811, C Class,2015,12499,Automatic,67795,Diesel,2.1
1812, C Class,2019,24799,Automatic,6370,Petrol,1.5
1813, C Class,2017,22767,Automatic,30676,Diesel,2.1
1814, C Class,2017,18632,Semi-Auto,45595,Hybrid,2.0
1815, C Class,2019,38995,Semi-Auto,12357,Petrol,3.0
1816, C Class,2017,20480,Semi-Auto,12283,Diesel,2.1
1817, C Class,2020,32480,Semi-Auto,16,Diesel,2.0
1818, C Class,2017,18498,Semi-Auto,42100,Hybrid,2.0
1819, C Class,2019,31900,Automatic,6000,Diesel,2.0
1820, C Class,2018,36495,Automatic,5983,Petrol,3.0
1821, C Class,2017,16189,Manual,16946,Petrol,2.0
1822, C Class,2017,17998,Semi-Auto,16291,Petrol,2.0
1823, C Class,2019,23200,Automatic,7000,Petrol,1.6
1824, C Class,2018,29199,Semi-Auto,9381,Diesel,2.0
1825, C Class,2011,6995,Automatic,120899,Petrol,1.8
1826, C Class,2019,35000,Automatic,1250,Petrol,2.0
1827, C Class,2014,11999,Automatic,50416,Diesel,2.1
1828, C Class,2016,13490,Automatic,79000,Diesel,2.1
1829, C Class,2019,28395,Semi-Auto,3610,Petrol,2.0
1830, C Class,2019,39894,Automatic,10585,Petrol,3.0
1831, C Class,2016,16999,Automatic,25448,Petrol,2.0
1832, C Class,2017,17400,Automatic,30744,Diesel,2.1
1833, C Class,2019,24299,Semi-Auto,14333,Diesel,2.0
1834, C Class,2017,25798,Semi-Auto,9676,Diesel,2.1
1835, C Class,2019,30980,Semi-Auto,16,Diesel,2.0
1836, C Class,2018,19399,Automatic,22078,Diesel,2.1
1837, C Class,2020,41900,Automatic,1000,Petrol,3.0
1838, C Class,2019,32199,Automatic,5511,Diesel,2.0
1839, C Class,2015,12000,Automatic,40005,Diesel,2.1
1840, C Class,2019,43049,Semi-Auto,7351,Petrol,3.0
1841, C Class,2017,20498,Semi-Auto,5630,Diesel,1.6
1842, C Class,2013,9991,Semi-Auto,66419,Petrol,1.6
1843, C Class,2018,19949,Automatic,28059,Diesel,2.1
1844, C Class,2019,34499,Semi-Auto,3822,Petrol,2.0
1845, C Class,2019,32998,Semi-Auto,4500,Petrol,2.0
1846, C Class,2019,31480,Semi-Auto,2090,Petrol,1.5
1847, C Class,2013,9685,Automatic,76950,Diesel,2.1
1848, C Class,2020,30480,Automatic,500,Diesel,2.0
1849, C Class,2016,14998,Semi-Auto,66732,Hybrid,2.1
1850, C Class,2019,29799,Automatic,6012,Petrol,1.5
1851, C Class,2019,69679,Semi-Auto,1000,Petrol,4.0
1852, C Class,2015,13500,Automatic,62000,Diesel,2.1
1853, C Class,2017,15499,Semi-Auto,22040,Diesel,2.1
1854, C Class,2017,33202,Automatic,21524,Petrol,3.0
1855, C Class,2018,19099,Semi-Auto,12321,Petrol,1.5
1856, C Class,2015,11990,Manual,75920,Diesel,2.1
1857, C Class,2019,33490,Semi-Auto,2440,Diesel,2.0
1858, C Class,2016,18000,Automatic,40267,Hybrid,2.0
1859, C Class,2016,14299,Manual,34246,Diesel,2.1
1860, C Class,2013,10490,Automatic,64498,Diesel,2.1
1861, C Class,2019,29480,Semi-Auto,11064,Diesel,2.0
1862, C Class,2017,17990,Semi-Auto,42000,Diesel,2.1
1863, C Class,2019,25389,Semi-Auto,1839,Petrol,1.5
1864, C Class,2019,28499,Automatic,1864,Petrol,1.5
1865, C Class,2019,25799,Semi-Auto,10996,Petrol,1.5
1866, C Class,2017,23980,Automatic,15902,Diesel,2.1
1867, C Class,2018,25000,Automatic,11048,Diesel,2.1
1868, C Class,2015,17441,Semi-Auto,49910,Diesel,2.1
1869, C Class,2019,29980,Semi-Auto,2143,Diesel,1.6
1870, C Class,2016,13800,Automatic,47915,Diesel,2.1
1871, C Class,2019,29480,Semi-Auto,2998,Petrol,1.5
1872, C Class,2018,23399,Automatic,8033,Petrol,1.5
1873, C Class,2019,33299,Semi-Auto,2000,Diesel,2.0
1874, C Class,2017,19980,Semi-Auto,38515,Diesel,2.1
1875, C Class,2019,20449,Semi-Auto,13755,Diesel,2.0
1876, C Class,2017,18339,Automatic,49000,Diesel,2.1
1877, C Class,2019,29885,Automatic,6435,Petrol,2.0
1878, C Class,2016,15339,Automatic,67267,Hybrid,2.0
1879, C Class,2019,41880,Automatic,151,Petrol,3.0
1880, C Class,2017,18299,Automatic,50216,Hybrid,2.0
1881, C Class,2017,18795,Automatic,46294,Diesel,2.1
1882, C Class,2018,19699,Automatic,23842,Diesel,2.1
1883, C Class,2019,30132,Semi-Auto,7165,Diesel,2.0
1884, C Class,2019,20980,Semi-Auto,15933,Petrol,1.5
1885, C Class,2017,20999,Automatic,5338,Hybrid,2.0
1886, C Class,1991,4450,Automatic,170000,Petrol,3.0
1887, C Class,2017,15999,Automatic,24518,Diesel,2.1
1888, C Class,2019,24039,Manual,1066,Petrol,1.6
1889, C Class,2016,18790,Semi-Auto,25250,Hybrid,2.0
1890, C Class,2018,20690,Semi-Auto,15750,Petrol,2.0
1891, C Class,2019,29546,Automatic,7990,Diesel,2.0
1892, C Class,2019,24244,Automatic,10804,Petrol,1.5
1893, C Class,2019,31999,Automatic,4999,Diesel,2.0
1894, C Class,2016,19300,Automatic,18903,Diesel,2.1
1895, C Class,2013,12000,Automatic,37236,Petrol,1.6
1896, C Class,2019,25849,Semi-Auto,10977,Petrol,1.5
1897, C Class,2019,39995,Semi-Auto,9293,Petrol,3.0
1898, C Class,2015,16480,Semi-Auto,41349,Diesel,2.1
1899, C Class,2017,17999,Semi-Auto,29000,Diesel,2.1
1900, C Class,2019,28990,Semi-Auto,17743,Diesel,2.0
1901, C Class,2016,16998,Semi-Auto,13795,Diesel,1.6
1902, C Class,2019,28000,Semi-Auto,15026,Diesel,2.0
1903, C Class,2016,20503,Automatic,80612,Petrol,2.0
1904, C Class,2017,25995,Automatic,20875,Diesel,2.1
1905, C Class,2018,17450,Automatic,21936,Petrol,2.0
1906, C Class,2020,37249,Semi-Auto,1000,Diesel,2.0
1907, C Class,2017,16991,Semi-Auto,41603,Diesel,2.1
1908, C Class,2017,16799,Automatic,20850,Diesel,1.6
1909, C Class,2015,12300,Automatic,85275,Diesel,2.1
1910, C Class,2019,28896,Automatic,6765,Diesel,2.0
1911, C Class,2015,14990,Automatic,39000,Diesel,2.1
1912, C Class,2019,23498,Semi-Auto,19204,Diesel,2.0
1913, C Class,2018,24499,Automatic,11881,Diesel,2.1
1914, C Class,2019,25999,Semi-Auto,15195,Diesel,2.0
1915, C Class,2020,29989,Automatic,1000,Petrol,1.5
1916, C Class,2012,8299,Automatic,72005,Diesel,2.1
1917, C Class,2017,17000,Automatic,29905,Diesel,2.1
1918, C Class,2012,9850,Automatic,51737,Petrol,1.8
1919, C Class,2016,13660,Manual,26682,Diesel,2.1
1920, C Class,2019,28466,Automatic,3074,Petrol,1.5
1921, C Class,2017,17998,Semi-Auto,59858,Diesel,2.1
1922, C Class,2019,40849,Semi-Auto,10387,Petrol,3.0
1923, C Class,2019,29496,Automatic,6052,Diesel,2.0
1924, C Class,2019,26000,Semi-Auto,5046,Petrol,1.5
1925, C Class,2019,27999,Automatic,6537,Petrol,2.0
1926, C Class,2019,31950,Automatic,2323,Diesel,2.0
1927, C Class,2015,13300,Manual,64219,Diesel,2.1
1928, C Class,2016,38349,Semi-Auto,22000,Petrol,4.0
1929, C Class,2018,22032,Automatic,13558,Petrol,1.5
1930, C Class,2016,19328,Automatic,25042,Diesel,2.1
1931, C Class,2019,34449,Semi-Auto,4070,Diesel,2.0
1932, C Class,2017,24202,Automatic,20698,Diesel,2.1
1933, C Class,2015,17699,Automatic,56546,Hybrid,2.1
1934, C Class,2019,20799,Semi-Auto,13965,Diesel,2.0
1935, C Class,2017,31692,Automatic,38545,Petrol,3.0
1936, C Class,2015,15789,Semi-Auto,42164,Diesel,2.1
1937, C Class,2019,20999,Semi-Auto,13070,Diesel,2.0
1938, C Class,2017,17313,Automatic,14364,Petrol,2.0
1939, C Class,2018,27449,Automatic,7299,Diesel,2.0
1940, C Class,2019,26256,Semi-Auto,14895,Diesel,2.0
1941, C Class,2019,25799,Semi-Auto,14944,Petrol,1.5
1942, C Class,2019,25995,Automatic,8999,Diesel,1.6
1943, C Class,2017,21490,Semi-Auto,54000,Diesel,2.1
1944, C Class,2019,29500,Semi-Auto,10939,Petrol,1.5
1945, C Class,2015,15995,Automatic,46221,Diesel,2.1
1946, C Class,2019,28299,Semi-Auto,5005,Diesel,2.0
1947, C Class,2014,11295,Automatic,45000,Petrol,1.6
1948, C Class,2016,17149,Semi-Auto,38395,Diesel,2.1
1949, C Class,2016,18800,Automatic,54000,Diesel,2.1
1950, C Class,1998,1290,Automatic,140000,Petrol,2.0
1951, C Class,2019,29199,Semi-Auto,1357,Petrol,1.5
1952, C Class,2019,33599,Semi-Auto,2983,Diesel,2.0
1953, C Class,2015,11990,Automatic,47000,Diesel,2.1
1954, C Class,2019,26998,Automatic,8024,Petrol,1.6
1955, C Class,2015,13390,Automatic,88218,Hybrid,2.1
1956, C Class,2019,30900,Automatic,8000,Petrol,1.5
1957, C Class,2017,22597,Semi-Auto,23366,Diesel,2.1
1958, C Class,2020,34498,Automatic,3000,Diesel,2.0
1959, C Class,2017,16798,Automatic,37158,Diesel,2.1
1960, C Class,2019,26599,Semi-Auto,8912,Diesel,2.0
1961, C Class,2014,11300,Automatic,49865,Diesel,2.1
1962, C Class,2017,13610,Manual,32783,Petrol,2.0
1963, C Class,2019,20299,Semi-Auto,14496,Petrol,1.5
1964, C Class,2019,44480,Semi-Auto,9103,Petrol,3.0
1965, C Class,2019,25999,Semi-Auto,10914,Petrol,1.5
1966, C Class,2019,25590,Automatic,2326,Petrol,1.5
1967, C Class,2018,23199,Automatic,9136,Petrol,1.5
1968, C Class,2015,18610,Automatic,14750,Diesel,2.1
1969, C Class,2019,40298,Automatic,1568,Diesel,2.0
1970, C Class,2010,4294,Manual,137291,Diesel,2.1
1971, C Class,2019,30000,Automatic,7311,Petrol,2.0
1972, C Class,2019,42490,Automatic,10027,Petrol,3.0
1973, C Class,2019,26299,Semi-Auto,9163,Petrol,1.5
1974, C Class,2015,10995,Semi-Auto,58734,Diesel,2.1
1975, C Class,2017,20990,Semi-Auto,26675,Diesel,2.1
1976, C Class,2015,12000,Automatic,40005,Diesel,2.1
1977, C Class,2018,22595,Semi-Auto,14389,Diesel,2.1
1978, C Class,2008,4995,Automatic,90000,Diesel,2.1
1979, C Class,2018,18849,Semi-Auto,14318,Petrol,1.5
1980, C Class,2017,23749,Semi-Auto,12000,Diesel,2.1
1981, C Class,2014,15498,Semi-Auto,36243,Diesel,2.1
1982, C Class,2007,1995,Automatic,89000,Petrol,1.8
1983, C Class,2019,31995,Automatic,1687,Petrol,2.0
1984, C Class,2019,53990,Automatic,2225,Petrol,4.0
1985, C Class,2019,22498,Semi-Auto,10455,Petrol,1.5
1986, C Class,2017,23999,Automatic,32688,Petrol,2.0
1987, C Class,2018,17940,Semi-Auto,28050,Diesel,2.1
1988, C Class,2017,17490,Automatic,20000,Diesel,2.1
1989, C Class,2016,10749,Manual,91751,Diesel,2.1
1990, C Class,2017,22400,Automatic,37000,Diesel,2.1
1991, C Class,2019,43990,Automatic,3318,Hybrid,2.0
1992, C Class,2017,18998,Automatic,20949,Diesel,2.1
1993, C Class,2019,25389,Semi-Auto,8639,Petrol,1.5
1994, C Class,2019,30980,Semi-Auto,3402,Petrol,1.5
1995, C Class,2018,19798,Automatic,38508,Diesel,2.1
1996, C Class,2019,30450,Automatic,4999,Diesel,2.0
1997, C Class,2016,19490,Semi-Auto,26900,Diesel,2.1
1998, C Class,2016,14450,Semi-Auto,19598,Petrol,2.0
1999, C Class,2015,14940,Automatic,43000,Diesel,2.1
2000, C Class,2019,24450,Semi-Auto,15004,Diesel,2.0
2001, C Class,2018,26595,Semi-Auto,10040,Diesel,2.0
2002, C Class,2015,15499,Manual,36103,Diesel,2.1
2003, C Class,2017,17875,Automatic,44325,Diesel,2.1
2004, C Class,2020,34495,Automatic,6000,Diesel,2.0
2005, C Class,2015,11998,Semi-Auto,42245,Diesel,2.1
2006, C Class,2018,25480,Semi-Auto,9830,Petrol,1.5
2007, C Class,2019,26699,Semi-Auto,10597,Petrol,1.5
2008, C Class,2019,30995,Automatic,2499,Petrol,2.0
2009, C Class,2016,18833,Automatic,17593,Diesel,2.1
2010, C Class,2016,22765,Automatic,25178,Diesel,2.1
2011, C Class,2018,19495,Semi-Auto,11828,Diesel,2.1
2012, C Class,2019,28199,Semi-Auto,10452,Diesel,2.0
2013, C Class,2019,25999,Semi-Auto,5922,Petrol,1.5
2014, C Class,2019,31609,Semi-Auto,1825,Diesel,2.0
2015, C Class,2017,22792,Semi-Auto,11163,Petrol,2.0
2016, C Class,2016,17999,Semi-Auto,21040,Diesel,1.6
2017, C Class,2016,19799,Automatic,17000,Diesel,2.1
2018, C Class,2019,24000,Semi-Auto,7286,Petrol,1.5
2019, C Class,2019,35099,Semi-Auto,2512,Petrol,1.5
2020, C Class,2019,23490,Semi-Auto,14833,Diesel,2.0
2021, C Class,2019,26999,Semi-Auto,9568,Diesel,2.0
2022, C Class,2014,14491,Manual,23000,Petrol,2.0
2023, C Class,2016,18499,Automatic,23953,Diesel,2.1
2024, C Class,2017,26790,Automatic,4910,Petrol,2.0
2025, C Class,2016,12450,Manual,52656,Diesel,2.1
2026, C Class,2018,17990,Semi-Auto,27000,Petrol,2.0
2027, C Class,2019,31995,Automatic,999,Diesel,2.0
2028, C Class,2019,25549,Semi-Auto,15016,Diesel,2.0
2029, C Class,2019,29990,Automatic,5500,Petrol,2.0
2030, C Class,2019,29995,Semi-Auto,1,Diesel,2.0
2031, C Class,2013,8799,Automatic,57172,Diesel,2.1
2032, C Class,2017,22495,Semi-Auto,13919,Diesel,2.1
2033, C Class,2017,16000,Automatic,72400,Diesel,2.1
2034, C Class,2016,31649,Semi-Auto,29810,Petrol,4.0
2035, C Class,2019,26999,Semi-Auto,8714,Diesel,2.0
2036, C Class,2017,19700,Automatic,29516,Diesel,2.1
2037, C Class,2016,15699,Automatic,30173,Diesel,2.1
2038, C Class,2018,26060,Automatic,8299,Petrol,1.5
2039, C Class,2019,26995,Semi-Auto,11980,Diesel,2.0
2040, C Class,2019,25649,Semi-Auto,7861,Petrol,1.5
2041, C Class,2017,25172,Automatic,30525,Petrol,2.0
2042, C Class,2017,19890,Automatic,26878,Petrol,2.0
2043, C Class,2017,16495,Semi-Auto,25656,Diesel,1.6
2044, C Class,2018,23498,Semi-Auto,5659,Petrol,2.0
2045, C Class,2016,31342,Automatic,34587,Petrol,3.0
2046, C Class,2019,25999,Semi-Auto,12353,Diesel,2.0
2047, C Class,2017,18998,Semi-Auto,28808,Diesel,2.1
2048, C Class,2016,15890,Semi-Auto,34499,Diesel,2.1
2049, C Class,2019,30490,Automatic,5144,Diesel,2.0
2050, C Class,2019,28980,Semi-Auto,3695,Diesel,2.0
2051, C Class,2017,29849,Semi-Auto,23555,Petrol,3.0
2052, C Class,2019,24295,Automatic,6063,Petrol,1.5
2053, C Class,2019,29339,Semi-Auto,1000,Petrol,1.5
2054, C Class,2015,17498,Semi-Auto,42471,Hybrid,2.1
2055, C Class,2018,18998,Semi-Auto,15075,Petrol,2.0
2056, C Class,2019,29799,Semi-Auto,9168,Diesel,2.0
2057, C Class,2008,5999,Automatic,91000,Diesel,2.1
2058, C Class,2009,6995,Automatic,60000,Diesel,2.1
2059, C Class,2019,28660,Automatic,1610,Diesel,2.0
2060, C Class,2017,19199,Automatic,45960,Hybrid,2.0
2061, C Class,2019,28950,Automatic,8500,Diesel,2.0
2062, C Class,2019,30890,Automatic,7265,Diesel,2.0
2063, C Class,2018,22699,Semi-Auto,20001,Diesel,2.1
2064, C Class,2019,30049,Semi-Auto,2011,Petrol,2.0
2065, C Class,2016,22495,Semi-Auto,25399,Diesel,2.1
2066, C Class,2019,24190,Automatic,13733,Petrol,1.5
2067, C Class,2017,28672,Automatic,25048,Petrol,3.0
2068, C Class,2015,16395,Automatic,44086,Diesel,2.1
2069, C Class,2019,33599,Semi-Auto,1000,Petrol,2.0
2070, C Class,2019,29592,Automatic,7325,Petrol,2.0
2071, C Class,2018,19980,Semi-Auto,3891,Petrol,1.5
2072, C Class,2019,49499,Semi-Auto,1000,Petrol,3.0
2073, C Class,2017,24660,Semi-Auto,9873,Diesel,2.1
2074, C Class,2019,31999,Automatic,1097,Diesel,2.0
2075, C Class,2019,45199,Semi-Auto,7635,Petrol,3.0
2076, C Class,2019,44399,Semi-Auto,9026,Petrol,3.0
2077, C Class,2016,14000,Manual,47140,Diesel,2.1
2078, C Class,2018,25399,Automatic,18257,Diesel,2.1
2079, C Class,2019,26396,Automatic,2638,Petrol,1.5
2080, C Class,2015,14850,Semi-Auto,44458,Diesel,2.1
2081, C Class,2019,28399,Semi-Auto,3061,Petrol,1.5
2082, C Class,2019,31995,Semi-Auto,7992,Diesel,2.0
2083, C Class,2016,17991,Automatic,29446,Petrol,2.0
2084, C Class,2019,26291,Automatic,6084,Diesel,2.0
2085, C Class,2019,41699,Semi-Auto,7400,Petrol,3.0
2086, C Class,2017,15995,Automatic,29489,Diesel,2.1
2087, C Class,2017,13800,Manual,34015,Diesel,2.1
2088, C Class,2019,46999,Semi-Auto,9962,Petrol,3.0
2089, C Class,2019,26890,Semi-Auto,1705,Petrol,1.6
2090, C Class,2019,24690,Semi-Auto,15210,Petrol,1.5
2091, C Class,2017,20999,Automatic,18888,Hybrid,2.0
2092, C Class,2019,30249,Semi-Auto,4889,Petrol,2.0
2093, C Class,2015,17749,Semi-Auto,19039,Diesel,2.1
2094, C Class,2019,49499,Semi-Auto,358,Petrol,3.0
2095, C Class,2017,24289,Semi-Auto,13716,Diesel,2.1
2096, C Class,2017,23047,Semi-Auto,8143,Diesel,2.1
2097, C Class,2019,25980,Semi-Auto,13624,Petrol,1.5
2098, C Class,2019,59998,Automatic,3405,Petrol,4.0
2099, C Class,2018,20498,Semi-Auto,7894,Diesel,2.1
2100, C Class,2016,18480,Automatic,25845,Diesel,2.1
2101, C Class,2017,24995,Automatic,14000,Petrol,2.0
2102, C Class,2014,14990,Automatic,48000,Diesel,2.1
2103, C Class,2015,16946,Automatic,29517,Petrol,2.0
2104, C Class,2019,25299,Semi-Auto,10234,Petrol,1.5
2105, C Class,2016,16899,Automatic,59290,Hybrid,2.0
2106, C Class,2016,18995,Manual,9098,Diesel,2.1
2107, C Class,2019,26499,Semi-Auto,11700,Petrol,1.5
2108, C Class,2015,15700,Automatic,36078,Diesel,2.1
2109, C Class,2019,26995,Semi-Auto,1,Diesel,1.6
2110, C Class,2019,28180,Automatic,5477,Diesel,2.1
2111, C Class,2016,21099,Semi-Auto,9272,Diesel,2.1
2112, C Class,2019,25549,Semi-Auto,15012,Diesel,2.0
2113, C Class,2015,12990,Automatic,96000,Diesel,2.1
2114, C Class,2014,16499,Semi-Auto,35700,Diesel,2.1
2115, C Class,2019,28180,Automatic,11487,Diesel,2.0
2116, C Class,2019,19980,Semi-Auto,13891,Petrol,1.5
2117, C Class,2015,14899,Automatic,73127,Diesel,2.1
2118, C Class,2019,29000,Semi-Auto,2198,Petrol,1.5
2119, C Class,2018,25990,Automatic,12298,Petrol,1.5
2120, C Class,2019,32289,Automatic,1000,Petrol,1.5
2121, C Class,2017,31999,Automatic,24700,Petrol,3.0
2122, C Class,2016,20000,Automatic,21425,Diesel,2.1
2123, C Class,2019,31980,Automatic,3933,Diesel,2.0
2124, C Class,2018,18700,Automatic,16414,Diesel,2.1
2125, C Class,2019,25780,Semi-Auto,16900,Petrol,1.5
2126, C Class,2017,18299,Semi-Auto,36152,Petrol,2.0
2127, C Class,2019,27980,Automatic,3168,Diesel,2.0
2128, C Class,2019,24998,Semi-Auto,12999,Diesel,2.0
2129, C Class,2016,14499,Semi-Auto,42500,Diesel,2.1
2130, C Class,2019,23250,Semi-Auto,9169,Petrol,1.5
2131, C Class,2019,20449,Semi-Auto,13810,Diesel,2.0
2132, C Class,2016,17440,Automatic,25374,Diesel,2.1
2133, C Class,2020,31690,Automatic,3000,Diesel,2.0
2134, C Class,2017,16499,Semi-Auto,30536,Petrol,2.0
2135, C Class,2019,25599,Semi-Auto,12300,Petrol,1.5
2136, C Class,2019,23206,Automatic,9150,Diesel,2.0
2137, C Class,2017,18358,Automatic,39413,Diesel,2.1
2138, C Class,2019,22800,Semi-Auto,19526,Petrol,1.5
2139, C Class,2019,30349,Semi-Auto,438,Petrol,2.0
2140, C Class,2019,28491,Automatic,3000,Petrol,1.5
2141, C Class,2019,27500,Automatic,6995,Diesel,2.0
2142, C Class,2019,29999,Semi-Auto,7193,Petrol,2.0
2143, C Class,2016,16449,Automatic,27268,Diesel,2.1
2144, C Class,2017,17400,Automatic,52897,Other,2.0
2145, C Class,2019,29995,Automatic,9,Diesel,2.0
2146, C Class,2015,16798,Semi-Auto,32409,Diesel,2.1
2147, C Class,2016,21995,Semi-Auto,13457,Diesel,2.1
2148, C Class,2019,24498,Semi-Auto,15838,Diesel,2.0
2149, C Class,2016,12998,Manual,53453,Diesel,2.1
2150, C Class,2019,19799,Semi-Auto,14133,Petrol,1.5
2151, C Class,2017,16500,Automatic,41272,Diesel,2.1
2152, C Class,2019,26440,Semi-Auto,16684,Diesel,1.6
2153, C Class,2015,16999,Automatic,55978,Diesel,2.1
2154, C Class,2017,22479,Semi-Auto,30200,Diesel,2.1
2155, C Class,2018,24480,Semi-Auto,10859,Diesel,2.1
2156, C Class,2019,27500,Semi-Auto,5866,Petrol,1.5
2157, C Class,2019,30995,Semi-Auto,16,Petrol,2.0
2158, C Class,2017,13392,Automatic,102000,Diesel,2.1
2159, C Class,2019,29699,Semi-Auto,5766,Diesel,2.0
2160, C Class,2016,14750,Automatic,28612,Diesel,2.1
2161, C Class,2019,23995,Semi-Auto,10441,Petrol,1.5
2162, C Class,2019,31998,Automatic,4000,Diesel,2.0
2163, C Class,2019,40649,Semi-Auto,11130,Petrol,3.0
2164, C Class,2018,33890,Semi-Auto,9290,Petrol,3.0
2165, C Class,2019,30840,Semi-Auto,7532,Petrol,2.0
2166, C Class,2019,37890,Automatic,4404,Petrol,3.0
2167, C Class,2017,22980,Semi-Auto,29909,Diesel,2.1
2168, C Class,2017,21697,Semi-Auto,28272,Petrol,2.0
2169, C Class,2019,31650,Automatic,4216,Petrol,2.0
2170, C Class,2017,23332,Semi-Auto,13944,Diesel,2.1
2171, C Class,2010,4990,Manual,97717,Petrol,1.6
2172, C Class,2015,16998,Semi-Auto,26273,Petrol,2.0
2173, C Class,2008,3995,Automatic,104000,Diesel,2.1
2174, C Class,2019,25749,Semi-Auto,11397,Petrol,1.5
2175, C Class,2015,16729,Automatic,30701,Diesel,2.1
2176, C Class,2018,19995,Automatic,2077,Diesel,1.6
2177, C Class,2017,41399,Semi-Auto,8797,Petrol,4.0
2178, C Class,2016,19698,Semi-Auto,41056,Diesel,2.1
2179, C Class,2015,19825,Automatic,58873,Diesel,2.1
2180, C Class,2016,14999,Automatic,80195,Diesel,2.1
2181, C Class,2017,18299,Semi-Auto,8552,Petrol,2.0
2182, C Class,2019,25699,Semi-Auto,14936,Diesel,2.0
2183, C Class,2019,20599,Semi-Auto,12091,Petrol,1.5
2184, C Class,2017,24500,Automatic,16000,Diesel,2.1
2185, C Class,2017,15980,Manual,34692,Diesel,2.1
2186, C Class,2019,29690,Automatic,7500,Diesel,2.0
2187, C Class,2015,17998,Semi-Auto,24209,Diesel,2.1
2188, C Class,2015,14500,Semi-Auto,38783,Diesel,2.1
2189, C Class,2019,24980,Semi-Auto,4444,Petrol,1.5
2190, C Class,2019,39299,Automatic,8628,Petrol,3.0
2191, C Class,2017,18999,Automatic,23637,Diesel,2.1
2192, C Class,2019,61995,Automatic,100,Petrol,4.0
2193, C Class,2014,15650,Automatic,32000,Diesel,2.1
2194, C Class,2019,29995,Semi-Auto,9,Petrol,2.0
2195, C Class,2013,10404,Semi-Auto,42477,Petrol,1.6
2196, C Class,2017,23649,Semi-Auto,19758,Petrol,2.0
2197, C Class,2019,23999,Automatic,6328,Petrol,1.5
2198, C Class,2019,30299,Semi-Auto,5915,Petrol,2.0
2199, C Class,2014,12295,Automatic,32391,Petrol,1.6
2200, C Class,2016,17699,Automatic,14183,Petrol,2.0
2201, C Class,2018,19999,Automatic,24564,Diesel,2.1
2202, C Class,2020,30500,Semi-Auto,199,Diesel,2.0
2203, C Class,2016,13000,Automatic,53065,Diesel,2.1
2204, C Class,2017,17800,Automatic,28042,Petrol,2.0
2205, C Class,2016,16980,Semi-Auto,17259,Diesel,2.1
2206, C Class,2020,39309,Semi-Auto,1000,Diesel,2.0
2207, C Class,2019,21449,Semi-Auto,20480,Petrol,1.5
2208, C Class,2019,24699,Semi-Auto,4040,Petrol,1.5
2209, C Class,2017,21000,Automatic,27566,Diesel,2.1
2210, C Class,2018,21691,Automatic,3314,Petrol,1.5
2211, C Class,2017,17330,Semi-Auto,22684,Diesel,2.1
2212, C Class,2019,27036,Automatic,10415,Diesel,2.0
2213, C Class,2019,26056,Semi-Auto,10096,Petrol,1.5
2214, C Class,2015,16260,Semi-Auto,18025,Diesel,2.1
2215, C Class,2017,16490,Semi-Auto,17000,Diesel,2.1
2216, C Class,2014,14498,Semi-Auto,49152,Diesel,2.1
2217, C Class,2019,29499,Automatic,1676,Diesel,2.0
2218, C Class,2015,11998,Manual,52792,Diesel,1.6
2219, C Class,2019,22455,Automatic,3761,Petrol,1.5
2220, C Class,2017,16495,Semi-Auto,34270,Diesel,1.6
2221, C Class,2017,16600,Automatic,27447,Diesel,2.1
2222, C Class,2019,29995,Semi-Auto,13,Diesel,2.0
2223, C Class,2015,13498,Manual,14480,Petrol,2.0
2224, C Class,2018,18999,Automatic,16834,Diesel,2.1
2225, C Class,2019,25995,Semi-Auto,10085,Diesel,2.0
2226, C Class,2017,23998,Semi-Auto,14462,Diesel,2.1
2227, C Class,2017,20750,Automatic,22540,Hybrid,2.0
2228, C Class,2019,25549,Semi-Auto,15144,Diesel,2.0
2229, C Class,2019,66990,Automatic,9625,Petrol,4.0
2230, C Class,2005,2575,Automatic,66000,Diesel,2.1
2231, C Class,2019,34890,Semi-Auto,1139,Hybrid,2.0
2232, C Class,2016,21299,Semi-Auto,12249,Petrol,2.0
2233, C Class,2020,35999,Automatic,500,Diesel,2.0
2234, C Class,2016,15999,Automatic,41614,Diesel,2.1
2235, C Class,2016,19990,Automatic,31090,Diesel,2.1
2236, C Class,2017,21995,Automatic,17413,Diesel,2.1
2237, C Class,2018,19660,Semi-Auto,5232,Diesel,1.6
2238, C Class,2019,20499,Semi-Auto,13441,Diesel,2.0
2239, C Class,2019,29249,Semi-Auto,12972,Diesel,2.0
2240, C Class,2019,26949,Automatic,608,Petrol,2.0
2241, C Class,2018,22000,Automatic,19825,Diesel,2.1
2242, C Class,2016,19499,Automatic,40313,Hybrid,2.0
2243, C Class,2019,29980,Semi-Auto,6073,Diesel,2.0
2244, C Class,2019,23480,Semi-Auto,14402,Diesel,2.0
